ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0001997961-25-000006	Eric Blazer	03-OCT-2025
0000946581-25-000019	/s/ Aaron Diamond, attorney-in-fact for Mr. Michael Sheresky	03-OCT-2025
0001491154-25-000005	David S. Maltz, attorney-in-fact for Idalene F. Kesner	03-OCT-2025
0001104659-25-096676	/s/ Gregory Weaver, as Attorney-in-Fact	03-OCT-2025
0001663082-25-000004	/s/ Craig Brown, as attorney-in-fact for Craig Vosburg, pursuant to a power of attorney dated July 14, 2025	03-OCT-2025
0001628280-25-044069	/s/ MARK KOCIANCIC	03-OCT-2025
0001772921-25-000064	/s/ Jack Ezzell, as Attorney-in-Fact	03-OCT-2025
0001192482-25-000026	/s/ Catherine H. Claiborne, attorney-in-fact	03-OCT-2025
0001493152-25-016858	/s/ Leah E. Hutton, Attorney-in-Fact for Robert S. Welborn	03-OCT-2025
0000749251-25-000056	/s/ Kevin Tang for Richard J. Bressler	03-OCT-2025
0001616707-25-000109	/s/Enrique Colbert, Attorney-In-Fact for Fiona Tan	03-OCT-2025
0001628280-25-044068	/s/ Tracey Derenzy, Power of Attorney	03-OCT-2025
0001777751-25-000003	Lisa J McCormick, POA for Cheryl Spielman	03-OCT-2025
0001679788-25-000198	/s/ Paul Grewal, by Lailey Rezai, Attorney-in-Fact	03-OCT-2025
0000946581-25-000017	/s/ Aaron Diamond, attorney-in-fact for Mr. Jon J. Moses	03-OCT-2025
0002055040-25-000002	/s/ Elisa Luqman as attorney-in-fact for Wendy Betts	03-OCT-2025
0001193125-25-230249	Kevin C. Donnelly, attorney-in-fact	03-OCT-2025
0000047111-25-000149	/s/ Kathleen S. Purcell, Agent for Harold Singleton III	03-OCT-2025
0000905148-25-003503	/s/ Austin C. Willis	03-OCT-2025
0001193125-25-230248	/s/ Tammy D. Butler, Attorney-in-Fact	03-OCT-2025
0001628280-25-044067	William White, attorney-in-fact	03-OCT-2025
0001493152-25-016857	/s/ Leah E. Hutton, Attorney-in-Fact for Robert S. Welborn	03-OCT-2025
0001165972-25-000003	/s/ Daniel E. Smith, attorney-in-fact for Laura M. Franklin	03-OCT-2025
0000905148-25-003502	/s/ Bruce Blefeld, Attorney-in-Fact	03-OCT-2025
0001908010-25-000003	/s/ Daniel E. Smith, attorney-in-fact for Christopher J. Drew	03-OCT-2025
0001506447-25-000005	/s/ Bella Zaslavsky, Attorney-in-Fact	03-OCT-2025
0000731766-25-000297	Faraz A. Choudhry, Attorney-in-Fact for Paul R. Garcia	03-OCT-2025
0001619039-25-000003	/s/ Daniel E. Smith, attorney-in-fact for Christopher W. Haga	03-OCT-2025
0001757398-25-000003	/s/ Daniel E. Smith, attorney-in-fact for R. Blakeslee Gable	03-OCT-2025
0000898243-25-000004	/s/ Christine G. Long, Attorney-in-Fact	03-OCT-2025
0000731766-25-000296	Faraz A. Choudhry, Attorney-in-Fact for Frederick William McNabb III	03-OCT-2025
0000731766-25-000295	Faraz A. Choudhry, Attorney-in-Fact for Timothy P. Flynn	03-OCT-2025
0001025378-25-000137	/s/ Stephen Gardella, Attorney-in-Fact	03-OCT-2025
0001628280-25-044061	William White, attorney-in-fact	03-OCT-2025
0001539937-25-000030	/s/ Timothy C. Dec, as attorney-in-fact	03-OCT-2025
0000731766-25-000294	Faraz A. Choudhry, Attorney-in-Fact for Kristen L. Gil	03-OCT-2025
0001628280-25-044060	/s/ Paul Johnston, Attorney-in-Fact	03-OCT-2025
0001732194-25-000011	/s/ Kate Pytlewski as Attorney-in-Fact	03-OCT-2025
0000731766-25-000293	Faraz A. Choudhry, Attorney-in-Fact for Valerie C. Montgomery Rice M.D.	03-OCT-2025
0000731766-25-000292	Faraz A. Choudhry, Attorney-in-Fact for Charles D. Baker	03-OCT-2025
0001843722-25-000004	/s/ Christine G. Long, Attorney-in-Fact	03-OCT-2025
0001628280-25-044059	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0001628280-25-044058	/s/ Tracey Derenzy, Power of Attorney	03-OCT-2025
0000731766-25-000291	Faraz A. Choudhry, Attorney-in-Fact for Michele J. Hooper	03-OCT-2025
0000946581-25-000015	/s/ Aaron Diamond, attorney-in-fact for Mr. Michael Dornemann	03-OCT-2025
0001193125-25-230239	/s/ Kathleen Valiasek	03-OCT-2025
0001880836-25-000004	By: M. Celeste Fruge For: Lori Briggs	03-OCT-2025
0000731766-25-000290	Faraz A. Choudhry, Attorney-in-Fact for John H. Noseworthy M.D.	03-OCT-2025
0001616707-25-000107	/s/ Enrique Colbert, Attorney-In-Fact for Jon Blotner	03-OCT-2025
0001772921-25-000062	/s/ Jack Ezzell, Authorized Signatory	03-OCT-2025
0001794012-25-000003	/s/ Christine G. Long, Attorney-in-Fact	03-OCT-2025
0001628280-25-044056	William White, attorney-in-fact	03-OCT-2025
0001193125-25-230233	/s/ Todd Merrill, as Attorney-in-Fact	03-OCT-2025
0001628280-25-044055	/s/ MARK KOCIANCIC	03-OCT-2025
0001506447-25-000004	/s/ Bella Zaslavsky, Attorney-in-Fact	03-OCT-2025
0001539937-25-000028	/s/ Timothy C. Dec, as attorney-in-fact	03-OCT-2025
0001193125-25-230232	/s/ Kathleen Valiasek, as Attorney-in-Fact for Craig M. Hurlbert	03-OCT-2025
0001628280-25-044052	William White, attorney-in-fact	03-OCT-2025
0000749251-25-000054	/s/ Kevin Tang for Peter Bisson	03-OCT-2025
0001579381-25-000006	/s/ Kenneth C. Mertz as Attorney-in-Fact for Masroor Siddiqui	03-OCT-2025
0002056024-25-000002	/s/ Kristie Scott, Attorney-in-Fact	03-OCT-2025
0000072971-25-000234	Wayne M. Hewett, by Meghan Daly, as Attorney-in-Fact	03-OCT-2025
0001104659-25-096670	/s/ Micah Goodman, Attorney-in-Fact for Richard J. Byrne	03-OCT-2025
0001193125-25-230226	/s/ Tammy D. Butler, Attorney-in-Fact	03-OCT-2025
0001950394-25-000002	/s/ Elisa Luqman as attorney-in-fact for James Intrater	03-OCT-2025
0001437749-25-030479	/s/ Michael Hanson	03-OCT-2025
0001193125-25-230225	Kevin C. Donnelly, attorney-in-fact	03-OCT-2025
0001579383-25-000006	/s/ Kenneth C. Mertz as Attorney-in-Fact for Ana Paula Pessoa	03-OCT-2025
0001025378-25-000136	/s/ Stephen Gardella, Attorney-in-Fact	03-OCT-2025
0001478559-25-000003	/s/ Connor J. Egan, as attorney-in-fact	03-OCT-2025
0001772921-25-000060	/s/ Jack Ezzell, Authorized Signatory	03-OCT-2025
0001104659-25-096669	/s/ Micah Goodman, Attorney-in-Fact for Jerome S. Baglien	03-OCT-2025
0001748691-25-000007	/s/ Kathleen S. Kiefer, Attorney in fact	03-OCT-2025
0001971552-25-000019	/s/ Tracy Lowe, as power of attorney for Kristen N. Sieffert	03-OCT-2025
0001193125-25-230220	Kevin C. Donnelly, attorney-in-fact	03-OCT-2025
0001420489-25-000006	/s/ Kenneth C. Mertz as Attorney-in-Fact for Natalie Bancroft	03-OCT-2025
0001771933-25-000005	/s/ Craig Brown, as attorney-in-fact for Michael Miebach, pursuant to a power of attorney dated July 14, 2025	03-OCT-2025
0001526520-25-000009	/s/ Linda C. Frazier, attorney in fact	02-OCT-2025
0001628280-25-044047	/s/ Tracey Derenzy, Power of Attorney	03-OCT-2025
0001367776-25-000007	/s/ Kenneth C. Mertz as Attorney-in-Fact for Jose Maria Aznar	03-OCT-2025
0001104659-25-096666	/s/ Matthew C. Brown	03-OCT-2025
0001991536-25-000004	/s/ Jonathan Wygant as attorney-in-fact	03-OCT-2025
0001193125-25-230215	/s/ Evan D. Kearns, Attorney-in-Fact	03-OCT-2025
0001252004-25-000005	/s/ Jonathan Wygant, as attorney-in-fact	03-OCT-2025
0000900729-25-000008	/s/ Shelly Shaw, General Counsel, by Power of Attorney	03-OCT-2025
0002026637-25-000003	/s/ Kevin P. Malcarney, Attorney-in-Fact	03-OCT-2025
0001914620-25-000006	/s/ Jonathan Wygant, as attorney-in-fact	03-OCT-2025
0001242818-25-000010	/s/ Kenneth C. Mertz as Attorney-in-Fact for Lachlan K. Murdoch	03-OCT-2025
0001213900-25-096098	/s/ Sophie McCallum	03-OCT-2025
0001104659-25-096665	/s/ Matthew P. Jordan	03-OCT-2025
0001193125-25-230206	Kevin C. Donnelly, attorney-in-fact	03-OCT-2025
0001277624-25-000005	/s/ Jeannine J. Lane, as Attorney-in-Fact for Jack R. Lazar	03-OCT-2025
0001628280-25-044045	/s/ Tracey Derenzy, Power of Attorney	03-OCT-2025
0001823400-25-000003	/s/ Shanti Ariker pursuant to power of attorney	03-OCT-2025
0001666995-25-000004	/s/ Frederick T. Sullivan, Attorney-in-Fact	03-OCT-2025
0001270735-25-000004	/s/ Frederick T. Sullivan, Attorney-in-Fact	03-OCT-2025
0001666972-25-000004	/s/ Frederick T. Sullivan, Attorney-in-Fact	03-OCT-2025
0001683354-25-000004	/s/ Frederick T. Sullivan, Attorney-in-Fact	03-OCT-2025
0001791800-25-000010	/s/ Charles E. Collins	03-OCT-2025
0001947936-25-000003	/s/ Caroline Prescott, Attorney In Fact for Sean McClenaghan	03-OCT-2025
0001104659-25-096662	/s/ Micah Goodman, Attorney-in-Fact for Michael Comparato	03-OCT-2025
0002039714-25-000003	/s/ Caroline Prescott, Attorney In Fact for Jennifer Carpenter	03-OCT-2025
0001104659-25-096661	/s/ Thomas J. Lorenzini	03-OCT-2025
0001792528-25-000003	/s/ Daniel E. Smith, attorney-in-fact for M. Carson Good	03-OCT-2025
0001104659-25-096659	/s/ Heejin Jun, as Attorney-in-Fact	03-OCT-2025
0002044219-25-000003	/s/ Daniel E. Smith, attorney-in-fact for Brenna A. Wadleigh	03-OCT-2025
0001846912-25-000003	/s/ Daniel E. Smith, attorney-in-fact for Rachel Elias Wein	03-OCT-2025
0001191420-25-000006	/s/ John A. Kite, Attorney-in-Fact	03-OCT-2025
0001437749-25-030477	/s/ Collin Smyser, attorney-in-fact for Ms. Sethna	03-OCT-2025
0001358969-25-000003	/s/ Daniel E. Smith, attorney-in-fact for Andrew C. Richardson	03-OCT-2025
0001193125-25-230197	/s/ Scott McNeely, Attorney-in-Fact	03-OCT-2025
0001193125-25-230196	/s/Anton Feingold, as Authorized Signatory	03-OCT-2025
0001193125-25-230195	By: /s/ Christine Bellon, Attorney-in-fact	03-OCT-2025
0001193125-25-230194	/s/ Francis Cullo, Attorney-in-Fact	03-OCT-2025
0001193125-25-230193	/s/ Jason Cavalier, Attorney-in-Fact for Maria Palasis, Ph.D.	03-OCT-2025
0001193125-25-230191	/s/ Michael R. Kolloway, as attorney-in-fact	03-OCT-2025
0001193125-25-230190	/s/ Scott McNeely, Attorney-in-Fact	03-OCT-2025
0001193125-25-230189	/s/ Christopher Schaub, as attorney-in-fact for Jennifer Vecchio	03-OCT-2025
0001193125-25-230188	/s/ Michael R. Kolloway, as attorney-in-fact	03-OCT-2025
0002085679-25-000004	Jennifer Fitzpatrick, Attorney-in-Fact	03-OCT-2025
0001711269-25-000027	Executed on behalf of William Bryan Buckler by Christie Dasek-Kaine, attorney-in-fact	03-OCT-2025
0001225208-25-008472	Robert J. Tannous, Attorney-in-Fact	03-OCT-2025
0001225208-25-008471	Robert J. Tannous, Attorney-in-Fact	03-OCT-2025
0001225208-25-008470	Robert J. Tannous, Attorney-in-Fact	03-OCT-2025
0001225208-25-008469	Robert J. Tannous, Attorney-in-Fact	03-OCT-2025
0001225208-25-008468	Robert J. Tannous, Attorney-in-Fact	03-OCT-2025
0001225208-25-008467	Robert J. Tannous, Attorney-in-Fact	03-OCT-2025
0000950142-25-002680	/s/ Daniel A. Ninivaggi, by Patrick Foley as attorney-in-fact	03-OCT-2025
0001470831-25-000250	/s/ Jolie M. Siegel, Attorney-in-Fact	03-OCT-2025
0001531152-25-000119	/s/ Joseph McGrail, Attorney-in-Fact	03-OCT-2025
0001462769-25-000004	/s/ Craig Brown, as attorney-in-fact for Venkata Madabhushi, pursuant to a power of attorney dated July 15, 2025	03-OCT-2025
0001470831-25-000249	/s/ Jolie M. Siegel, Attorney-in-Fact	03-OCT-2025
0001892682-25-000019	/s/ Ryan Schaffer, as attorney-in-fact	03-OCT-2025
0000950142-25-002679	/s/ Joachim Drees, by Patrick Foley as Attorney-in-Fact	03-OCT-2025
0001772921-25-000057	/s/ Jack Ezzell	03-OCT-2025
0001493307-25-000003	/s/ Michelle Webb, Attorney-in-Fact	03-OCT-2025
0001437749-25-030475	/s/ Collin Smyser, attorney-in-fact for Ms. Sethna	03-OCT-2025
0001782445-25-000003	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0001974722-25-000003	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0000950142-25-002678	/s/ Paul A. Camuti, by Patrick Foley as attorney-in-fact	03-OCT-2025
0001619679-25-000002	/s/ Connor J. Egan, as attorney-in-fact	03-OCT-2025
0001222526-25-000006	/s/ William Frederick, attorney-in-fact for Walter S. Woltosz and Virginia E. Woltosz	03-OCT-2025
0001186250-25-000004	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0002006956-25-000002	/s/ Elisa Luqman as attorney-in-fact for Paul Burton	03-OCT-2025
0001879194-25-000002	/s/ Eric Brandon Robinson	03-OCT-2025
0001819928-25-000019	/s/ Andrew E. Grimmig	03-OCT-2025
0001193125-25-230171	Casper von Koskull by Joseph B. Wollard, Attorney-in-Fact	03-OCT-2025
0001851495-25-000003	/s/ Michelle Webb, Attorney-in-Fact	03-OCT-2025
0001772921-25-000055	/s/ Jack Ezzell, Authorized Signatory	03-OCT-2025
0000072971-25-000232	Steven D. Black, by Meghan Daly, as Attorney-in-Fact	03-OCT-2025
0002046429-25-000007	/s/ Kris Kang, attorney-in-fact to Melissa Ann King	03-OCT-2025
0001628280-25-044042	/s/ Alissa Neufeld, Power of Attorney for Kristen Cunningham	03-OCT-2025
0000899051-25-000085	/s/ Meghan E. Jauhar, attorney-in-fact for Margaret M. Keane	03-OCT-2025
0001628280-25-044041	/s/ Alissa Neufeld	03-OCT-2025
0001193125-25-230161	James S. Turley by Joseph B. Wollard, Attorney-in-Fact	03-OCT-2025
0001628280-25-044040	/s/ Alissa Neufeld, Power of Attorney for Steven R. Fife	03-OCT-2025
0002030941-25-000006	/s/ Michelle Webb, Attorney-in-Fact	03-OCT-2025
0000950142-25-002677	/s/ Mark D. Rollinger, by Patrick Foley as attorney-in-fact	03-OCT-2025
0001628280-25-044039	/s/ Alissa Neufeld, Power of Attorney for Carl Aure	03-OCT-2025
0002085679-25-000003	Jennifer Fitzpatrick, Attorney-in-Fact	03-OCT-2025
0001427531-25-000005	/s/ Craig Brown, as attorney-in-fact for Sachin Mehra, pursuant to a power of attorney dated July 14, 2025	03-OCT-2025
0001053507-25-000144	/s/ Marina A. Breed, as attorney-in-fact	03-OCT-2025
0001225208-25-008466	/s/ Linda B. Kalayjian, by POA from Vanessa A. Wittman	03-OCT-2025
0001225208-25-008465	/s/ Linda B. Kalayjian, by POA from John G. Rice	03-OCT-2025
0001225208-25-008464	/s/ Linda B. Kalayjian, by POA from Peter R. Porrino	03-OCT-2025
0001225208-25-008463	/s/ Linda B. Kalayjian, by POA from Juan R. Perez	03-OCT-2025
0001628280-25-044038	/s/ Alissa Neufeld, Power of Attorney for Julie Boyster	03-OCT-2025
0001225208-25-008462	/s/ Linda B. Kalayjian, by POA from Diana M. Murphy	03-OCT-2025
0001225208-25-008461	/s/ Linda B. Kalayjian, by POA from Linda A. Mills	03-OCT-2025
0001225208-25-008460	/s/ Linda B. Kalayjian, by POA from Courtney Leimkuhler	03-OCT-2025
0001225208-25-008459	/s/ Linda B. Kalayjian, by POA from John C. Inglis	03-OCT-2025
0001225208-25-008458	/s/ Linda B. Kalayjian, by POA from James J. Dunne III	03-OCT-2025
0001225208-25-008457	/s/ Linda B. Kalayjian, by POA from James Cole, Jr.	03-OCT-2025
0001225208-25-008456	/s/ Linda B. Kalayjian, by POA from Paola Bergamaschi	03-OCT-2025
0001193125-25-230155	Diana L. Taylor by Joseph B. Wollard, Attorney-in-Fact	03-OCT-2025
0001193125-25-230153	/s/ Cassandra Monteon as attorney-in-fact for W. Craig Fugate	03-OCT-2025
0001772921-25-000053	/s/ Jack Ezzell, as Attorney-in-Fact for Michelle Singleton	03-OCT-2025
0001772921-25-000053	/s/ Jack Ezzell, as Attorney-in-Fact for Michelle Singleton, as Manager of Singleton Asset Management, LLC, in its capacity as general partner of Auburn OWMH, LLLP	03-OCT-2025
0001772921-25-000053	/s/ Jack Ezzell, as Attorney-in-Fact for Michelle Singleton, as Manager of Singleton Asset Management, LLC	03-OCT-2025
0001772921-25-000053	/s/ Jack Ezzell, Attorney-in-Fact for Scott Beville, as Co-Trustee of Austin Singleton Irrevocable Trust, dated December 30, 2015	03-OCT-2025
0001772921-25-000053	/s/ Jack Ezzell, Attorney-in-Fact for Scott Beville, as Co-Trustee of Philip Singleton Irrevocable Trust, dated December 24, 2015	03-OCT-2025
0001772921-25-000053	/s/ Jack Ezzell, Authorized Signatory for Philip Austin Singleton, Jr.	03-OCT-2025
0000075288-25-000141	/s/ Suraj A. Palakshappa, Attorney-in-Fact	03-OCT-2025
0000899140-25-001164	/s/Anil Doradla, by power of attorney	03-OCT-2025
0001801170-25-000239	/s/Peter J. Rivas as attorney-in-fact for Andrew Toy	03-OCT-2025
0001225208-25-008455	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001832390-25-000004	/s/ Kimberly Hackman, by power of attorney	03-OCT-2025
0001225208-25-008454	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001852328-25-000003	/s/ Michelle Webb, Attorney-in-Fact	03-OCT-2025
0001193125-25-230149	Jonathan Paul Moulds by Joseph B. Wollard, Attorney-in-Fact	03-OCT-2025
0001225208-25-008453	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001832614-25-000004	/s/ Kimberly Hackman, by power of attorney	03-OCT-2025
0001225208-25-008452	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0000891839-25-000059	/s/ Sweta Chakraborty	03-OCT-2025
0001225208-25-008451	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008450	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001193125-25-230148	By: /s/ Christine Bellon	03-OCT-2025
0001193125-25-230147	/s/ William S. Moss III, attorney-in-fact	03-OCT-2025
0001225208-25-008449	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0000075288-25-000140	/s/ Suraj A. Palakshappa	03-OCT-2025
0001225208-25-008448	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008447	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008446	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008445	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008444	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008443	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008442	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008441	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001193125-25-230144	/s/ Joseph Theis, attorney-in-fact	03-OCT-2025
0001225208-25-008440	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008439	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008438	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008437	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008436	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008435	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008434	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008433	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0001225208-25-008432	Rachel L. Lawless, Attorney-in-Fact	03-OCT-2025
0000899140-25-001163	/s/Anil Doradla	03-OCT-2025
0000075288-25-000139	/s/ Suraj A. Palakshappa, Attorney-in-Fact	03-OCT-2025
0001193125-25-230139	/s/ Cassandra Monteon as attorney-in-fact for Mark Culhane	03-OCT-2025
0001170010-25-000121	Christine Carter, attorney-in-fact	03-OCT-2025
0001232906-25-000010	/s/ James Williamson, Attorney-in-Fact	03-OCT-2025
0001783261-25-000004	/s/ Michelle Webb, Attorney-in-Fact	03-OCT-2025
0001923565-25-000004	/s/ Craig Brown, as attorney-in-fact for Hai Ling, pursuant to a power of attorney dated June 23, 2025	03-OCT-2025
0001316627-25-000002	/s/ Connor J. Egan, as attorney-in-fact	03-OCT-2025
0001137789-25-000243	/s/ Louis J. Thorson, Attorney-in-Fact for William D. Mosley	03-OCT-2025
0001225208-25-008431	/s/ Kristine Hutchinson, Attorney-in-Fact	03-OCT-2025
0001225208-25-008430	/s/ Kristine Hutchinson, Attorney-in-Fact	03-OCT-2025
0001654954-25-011445	/s/ John Troiano	03-OCT-2025
0001225208-25-008429	/s/ Kristine Hutchinson, Attorney-in-Fact	03-OCT-2025
0001206513-25-000021	By: Alison Klein, Attorney-in-Fact For: Martin Roper	03-OCT-2025
0000899051-25-000084	/s/ Meghan E. Jauhar, attorney-in-fact for Perry M. Traquina	03-OCT-2025
0001193125-25-230133	Gary M. Reiner by Joseph B. Wollard, Attorney-in-Fact	03-OCT-2025
0000899140-25-001162	/s/ Anil Doradla, by power of attorney	03-OCT-2025
0001419488-25-000003	/s/ Michelle Webb, Attorney-in-Fact	03-OCT-2025
0001791914-25-000010	/s/ Heidi Jonas, Attorney-in-fact for Ryan Paul Barretto	03-OCT-2025
0001494259-25-000020	/s/ Suzanne Murray, as attorney-in-fact	03-OCT-2025
0001786790-25-000003	/s/ Kristie Scott, Attorney-in-Fact	03-OCT-2025
0001193125-25-230127	Renee James by Joseph B. Wollard, Attorney-in-Fact	03-OCT-2025
0000875320-25-000224	/s/ Christiana Stevenson, Attorney-in-Fact	03-OCT-2025
0001104659-25-096649	By: /s/ Alan Garten	03-OCT-2025
0002057761-25-000008	/s/ Meredith Weisshaar, as Attorney-in-Fact	03-OCT-2025
0001494259-25-000019	/s/ Suzanne Murray, as attorney-in-fact	03-OCT-2025
0001193125-25-230122	/s/ Rachel V. Friedenberg, Attorney-in-fact for Javed A. Khan	03-OCT-2025
0001834202-25-000009	HSKB FUNDS II, LLC By: HLS Management, LLC, its manager By: /s/ Meredith Weisshaar, Attorney-in-Fact for Henry Schuck, Member	03-OCT-2025
0001852174-25-000003	/s/ Michelle Webb, Attorney-in-Fact	03-OCT-2025
0002057389-25-000008	/s/ Meredith Weisshaar, as Attorney-in-Fact	03-OCT-2025
0001193125-25-230121	/s/ Marc Greenberg, Attorney-in-fact for Sean Bagan	03-OCT-2025
0001628280-25-044029	/s/ Eric Richardson, attorney-in-fact for Ms. Norman	03-OCT-2025
0001720452-25-000009	/s/ Justin M. Long, attorney-in-fact	03-OCT-2025
0002034804-25-000010	/s/ Meredith Weisshaar, as Attorney-in-Fact	03-OCT-2025
0001193125-25-230120	/s/ Cassandra Monteon as attorney-in-fact for Bill Dodd	03-OCT-2025
0001085146-25-005776	/s/ AQR CAPITAL MANAGEMENT, LLC, /s/ Henry Parkin, Authorized Signatory	03-OCT-2025
0001085146-25-005776	/s/ AQR CAPITAL MANAGEMENT HOLDINGS, LLC, /s/ Henry Parkin, Authorized Signatory	03-OCT-2025
0001085146-25-005776	/s/ AQR ARBITRAGE, LLC, /s/ Henry Parkin, Authorized Signatory	03-OCT-2025
0001050797-25-000149	Christina A. Mecklenborg, Attorney-in-Fact	03-OCT-2025
0001813217-25-000006	/s/ Meredith Weisshaar, as Attorney-in-Fact	03-OCT-2025
0001193125-25-230117	Duncan P. Hennes by Joseph B. Wollard, Attorney-in-Fact	03-OCT-2025
0001494259-25-000018	/s/ Suzanne Murray, as attorney-in-fact	03-OCT-2025
0001772738-25-000004	/s/ Craig Brown, as attorney-in-fact for Raj Seshadri, pursuant to a power of attorney dated June 24, 2025	03-OCT-2025
0001654249-25-000009	/s/ Justin M. Long, attorney-in-fact	03-OCT-2025
0001186807-25-000002	/s/ Jonathan O'Brien, by Power of Attorney	03-OCT-2025
0001381197-25-000139	/s/ Raymond Bussiere as authorized signatory for Paul J. Brody	03-OCT-2025
0001193125-25-230110	John C. Dugan by Joseph B. Wollard, Attorney-in-Fact	03-OCT-2025
0001566391-25-000006	/s/ Christine Zhang, under Power of Attorney dated February 27, 2025, from William Meaney	03-OCT-2025
0001140361-25-037227	/s/ Lisa Storey, Attorney-in-fact	03-OCT-2025
0001183121-25-000007	/s/ Justin M. Long, attorney-in-fact	03-OCT-2025
0001633571-25-000003	/s/ William H. Gault by Power of Attorney for Cara M. Hair	03-OCT-2025
0001493152-25-016843	/s/ Nicolas Link	02-OCT-2025
0000914190-25-000007	/s/ Glenn Harold Johnson	03-OCT-2025
0001493152-25-016842	/s/ Steven Shum	03-OCT-2025
0001156899-25-000003	/s/Hong Q. Hou by Jeffrey Gutierrez under Power of Attorney dated October 6, 2023 (Copy On File)	03-OCT-2025
0001714468-25-000007	/s/ Adam C. Vandervoort, Attorney-in-Fact	03-OCT-2025
0001832617-25-000006	/s/ Kimberly Hackman, by power of attorney	03-OCT-2025
0001909313-25-000003	/s/ Heather Kidwell, Attorney-in-Fact for Richard Heppenstall	03-OCT-2025
0001243040-25-000004	/s/ John Marlow, Attorney-in-Fact	03-OCT-2025
0001193125-25-230101	/s/ Rachel V. Friedenberg, Attorney-in-Fact for Obed D. Louissaint	03-OCT-2025
0001193125-25-230099	/s/ Zach Edelman, as Attorney-in-Fact for Sheila A. Finnerty	03-OCT-2025
0001193125-25-230100	/s/Christine Klaskin, as Attorney-in-Fact	03-OCT-2025
0001193125-25-230098	By: /s/ Christine Klaskin, Attorney-in-Fact	03-OCT-2025
0001193125-25-230097	/s/ Zach Edelman, as Attorney-in-Fact for Richard T. Miller	03-OCT-2025
0001193125-25-230095	/s/ Zach Edelman, as Attorney-in-Fact for  Christopher  D. Marzullo	03-OCT-2025
0001193125-25-230094	/s/ Zach Edelman, as Attorney-in-Fact for R. David Kelly	03-OCT-2025
0001193125-25-230093	/s/ Zach Edelman, as Attorney-in-Fact for Andrew W. Tarica	03-OCT-2025
0001193125-25-230092	/s/ William S. Moss, III, attorney-in-fact	03-OCT-2025
0001193125-25-230091	/s/ Kerry Vyverberg as attorney-in-fact for Laura Michele Kowalchik	03-OCT-2025
0001193125-25-230090	/s/ Zach Edelman, as Attorney-in-Fact for David Wang	03-OCT-2025
0001193125-25-230089	/s/ Zach Edelman, as Attorney-in-Fact for Joseph T. Magpayo	03-OCT-2025
0001193125-25-230088	/s/ Zach Edelman, as Attorney-in-Fact for David R. Adler	03-OCT-2025
0001193125-25-230087	/s/ Zach Edelman, as Attorney-in-Fact for Andrew Kim	03-OCT-2025
0001193125-25-230086	/s/Christine Klaskin as Attorney-in-Fact for Timothy R. Wright	03-OCT-2025
0001193125-25-230085	/s/ Zach Edelman, as Attorney-in-Fact for Saverio M. Flemma	03-OCT-2025
0001193125-25-230084	By: /s/ Christine Bellon, Attorney-in-fact	03-OCT-2025
0001193125-25-230083	/s/ Minator Azemi, by power of attorney	03-OCT-2025
0001213900-25-096067	/s/ Zhenwu (Wayne) Huang	03-OCT-2025
0001213900-25-096065	/s/ Phil Zheng	03-OCT-2025
0001193125-25-230082	/s/ Cassandra Monteon as attorney-in-fact for R. Rimmy Malhotra	03-OCT-2025
