ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001722684-25-000065	2837544	Common Stock				30939.0	F4			D			
0001722684-25-000065	2837543	Common Stock				3511.0	F3			D			
0001722684-25-000064	2837652	Common Stock				365371.0	F4			D			
0001722684-25-000064	2837651	Common Stock				3511.0	F3			D			
0001722684-25-000062	2837566	Common Stock				3791.0	F4			D			
0001722684-25-000062	2837565	Common Stock				3511.0	F3			D			
0001722684-25-000060	2837626	Common Stock				3511.0	F3			D			
0001722684-25-000060	2837627	Common Stock				9307.0	F4			D			
0001722684-25-000058	2837683	Common Stock				3511.0	F3			D			
0001722684-25-000056	2837611	Common Stock				3511.0	F5			D			
0001108524-25-000193	2837664	Common Stock				10000000.0				I	F6	By Marc Benioff Fund LLC	
0001108524-25-000193	2837663	Common Stock				107000.0				I		By Trust	
0001104659-25-103282	2837593	Class A Common Stock				45592.0				D			
0001104659-25-103278	2837630	Class A Common Stock				1244983.0				D			
0001104659-25-103276	2837682	Common Stock				861.86				D			
0001104659-25-103275	2837671	Common Stock				7332.13				D			
0001104659-25-103273	2837615	Common Stock				5140.89				D			
0001104659-25-103271	2837681	Common Stock				73234.89				D			
0001104659-25-103270	2837668	Common Stock				10811.68				D			
0001104659-25-103268	2837616	Common Stock				386.12				D			
0001104659-25-103266	2837596	Common Stock				1320.08				D			
0001104659-25-103264	2837624	Common Stock				3667.3				D			
0001225208-25-008757	2837665	Common Stock				1425.0				I		By Savings Plan Trustee	
0001193125-25-253871	2837658	Common Stock				220816.0				I		By Trust	F2
0001739310-25-000004	2837689	Common stock				1036.0				D			
0000908834-25-000311	2837693	Common Stock				369763.0				I		By Rousseau Family Trust	F2
0001213900-25-103146	2837677	Common Stock				200000.0				I		The PVBQ Living Trust	F4
0001225208-25-008753	2837654	Common Stock				37.73	F3			I		Lockheed Martin Salaried Savings Plan	
0000732717-25-000168	2837551	Common Stock				75277.28				I		By Benefit Plan	
0000732717-25-000168	2837552	Common Stock				120000.0				I		By LP	
0000732717-25-000168	2837550	Common Stock				16967.94	F1			I		By 401(k)	
0000897069-25-001592	2837592	Class A common stock, par value $0.01 per share				22349.0				D			
0001437749-25-032008	2837672	LCNB Corp Common Stock				7446.12				D			
0001522767-25-000216	2837575	Common stock				2000000.0				I		By the Shaw Family Trust	F3
0001437749-25-032003	2837629	LCNB Corp Common Stock				2809.83				D			
0001522767-25-000214	2837680	Common stock				6684640.0				I		By the Jon Levine Family Trust	F3
0001598589-25-000003	2837567	Class A Common Stock				12500.0				I		See footnote	F4
0001628280-25-046795	2837594	Common Stock, $0.0001 par value per share				51305.0				I		By the David Price Trust	
0000950142-25-002864	2837676	Class A Common Stock				2123516.0				D			
0000950142-25-002864	2837675	Class A Common Stock				2882913.0				I		See footnotes	F1, F3
0001673232-25-000009	2837694	Common Stock				2648.0				D			
0001193125-25-253601	2837692	Common Stock				6213.0				D			
0001193125-25-253600	2837656	Common Stock				185041.0				D			
0001193125-25-253599	2837595	Common Stock				500.0				I		See Explanation of Responses	F2
0001628280-25-046793	2837657	Common Stock, $0.0001 par value per share				389.0				I		By Spouse	
0001628280-25-046786	2837542	Common Stock, $0.0001 par value per share				858.0				I		By Spouse	
0000097745-25-000152	2837614	Common Stock				5000.0				I		By MNC 2020 Irrevocable Trust	F19
0000097745-25-000152	2837613	Common Stock				14608.0				I		By Floral Park Associates, Inc.	
0000097745-25-000152	2837612	Common Stock				11300.0				I		By Alison Casper 2020 Irrevocable Trust	F18
0001437749-25-031980	2837608	Common Stock, par value $0.0001 per share				2709.0				I		By daughter	
0001437749-25-031980	2837610	Common Stock, par value $0.0001 per share				2709.0				I			
0001437749-25-031980	2837607	Common Stock, par value $0.0001 per share				2709.0				I		By son	
0001437749-25-031980	2837609	Common Stock, par value $0.0001 per share				2709.0				I		By son	
0001437749-25-031980	2837606	Common Stock, par value $0.0001 per share				357501.0				D		By son	
0001741754-25-000005	2837666	Common Stock				115611.0	F3			D			
0001666134-25-000047	2837601	Common Stock				58636.0				D			
0001040585-25-000005	2837670	Common Stock				1453238.0				I		See footnote	F5
0001658918-25-000008	2837597	Voting Common Stock				101190.0				I		See footnote	F4
0001193125-25-253521	2837557	Common Stock, $0.01 par value				15523809.0				I		By PSA Iliad Holdings LLC	F1
0001193125-25-253521	2837556	Common Stock, $0.01 par value				0.0				D	F4	By PSA Healthcare Investment Holdings LLC	F1
0001193125-25-253521	2837558	Common Stock, $0.01 par value				1426034.0				I			
0001193125-25-253520	2837546	Common Stock, $0.01 par value				15523809.0				I		By PSA Iliad Holdings LLC	F1
0001193125-25-253520	2837545	Common Stock, $0.01 par value				0.0				D	F1	By PSA Healthcare Investment Holdings LLC	F1
0001193125-25-253520	2837547	Common Stock, $0.01 par value				1426034.0				I			
0001193125-25-253518	2837686	Common Stock, $0.01 par value				1426034.0				I			
0001193125-25-253518	2837685	Common Stock, $0.01 par value				15523809.0				I		By PSA Iliad Holdings LLC	F1
0001193125-25-253518	2837684	Common Stock, $0.01 par value				0.0				D	F4	By PSA Healthcare Investment Holdings LLC	F1
0001423689-25-000104	2837623	Common Stock				1900.0				I		IRA	
0001493152-25-019881	2837564	COMMON STOCK				0.0				D			
0001493152-25-019878	2837598	Common Stock, par value $0.0001 per share				454127.0				I		-Held by Altshare Trusts Ltd., of which the reporting person is the beneficiary.	
0001964493-25-000004	2837602	Common Stock				1000.0				I		Shares held by McLaughlin Ryder Investments, Inc., an affiliated company	
0000900764-25-000004	2837617	Common Stock				90039.0				I		SCG Ventures LP	F2
0000900764-25-000004	2837618	Depositary Shares for Series B Preferred Stock	F1			60000.0				I		Stallings Foundation	F3
0000900764-25-000004	2837620	Common Stock				289961.0				D			
0000900764-25-000004	2837619	Depositary Shares for Series B Preferred Stock	F1			84587.0				D			
0001185533-25-000006	2837560	Common Stock, Par Value $0.001				432582.0				I		Gabelli & Company Investment Advisers, Inc.	F3
0001185533-25-000006	2837563	Common Stock, Par Value $0.001				33500.0				I			
0001185533-25-000006	2837562	Common Stock, Par Value $0.001				1171396.0				I		GPJ Retirement Partners	F5
0001185533-25-000006	2837561	Common Stock, Par Value $0.001				2918.0				I		GGCP, Inc.	F4
0001185533-25-000006	2837559	Common Stock, Par Value $0.001				1020654.0				D		Associated Capital Group, Inc.	F2
0001193125-25-253421	2837655	Common Stock				4005.0				I	F3	By ESOP	
0002094152-25-000002	2837696	Class A Common				2137.0	F1			D			
0001104659-25-103104	2837555	Class B Common Stock, par value $0.0001 per share				28534.0				D			
0001104659-25-103104	2837554	Class A Common Stock, par value $0.0001 per share				50353.0				D			
0001628280-25-046715	2837628	Common Stock				2441.66	F1			I		By Employee Stock Purchase Plan	
0001493152-25-019860	2837678	Class A Common Stock				1908000.0				I		By Patrick H. Quilter Trust	F1
0001493152-25-019860	2837679	Class B Common Stock				1526.0				I		By Patrick H. Quilter Trust	F1
0001174567-25-000010	2837653	Common Stock				831600.0				I		Voting or Investment Control	F2
0001437749-25-031918	2837695	Common Stock				82940.0				D			
0000021344-25-000077	2837662	Common Stock, $.25 Par Value				6993.0	F2			I		By 401(k) Plan	
0001104659-25-103023	2837577	Common Stock, par value $0.0001				24030382.0				I		See Footnote	F1
0000354963-25-000261	2837576	Common Stock				0.0				D			
0001193125-25-252900	2837574	Common Stock				409.0				I		Lake Region Supermarket Inc.	
0001557321-25-000004	2837462	Mid Penn Bancorp, Inc. Common Stock				2500.0				I			
0001557321-25-000004	2837463	Mid Penn Bancorp, Inc. Common Restricted Stock				1945.0	F2			D			
0001557321-25-000004	2837460	Mid Penn Bancorp, Inc. Common Stock				22430.12	F1			D		By IRA	
0001557321-25-000004	2837461	Mid Penn Bancorp, Inc. Common Stock				3200.0				I		By John Noone SEP IRA	
0001193125-25-252801	2837436	Common Stock				440.19	F1			D			
0001437749-25-031883	2837483	Common Stock				6156.0				D			
0001437749-25-031881	2837524	Common Stock				4897.0	F1			D			
0001437749-25-031879	2837452	Common Stock				9175.0				I		Held in Irrevocable Trust	
0001437749-25-031879	2837453	Common Stock				11267.0				D		Held in GST Exempt Trust	
0001437749-25-031879	2837454	Common Stock				580.0				I			
0001753926-25-001658	2837440	Common Stock				4799200.0				D			
0001193125-25-252404	2837503	Common Stock				468277.0				I		By Trust	F1
0001062993-25-016311	2837490	Common Stock, $0.001 par value per share				13900.0				D			
0001213900-25-102764	2837495	Common Stock				20000.0	F2			I		Spouse	
0001213900-25-102764	2837496	Common Stock				10000.0	F2			I		Spouse as Guardian for Grandchildren	
0001040470-25-000074	2837497	Common Stock				5214.0				I		By Trust	
0001040470-25-000072	2837438	Common Stock				291628.0				I		By Trust	
0001031686-25-000004	2837467	Class A Common Stock				74139.0				I		See footnote	F2
0001031686-25-000004	2837468	Class B Common Stock				22660053.0				I		See Footnote	F3
0001268406-25-000035	2837535	Common Stock				701514.0				I		By JAMEB, LP, a limited partnership jointly owned by Reporting Person and his spouse	
0001268406-25-000035	2837536	Common Stock				34000.0				I		By the James A. Burke 2012 Irrevocable Trust, dated 12/03/2012	
0001268406-25-000035	2837537	Common Stock				259.0				I		By the Marti E. Burke 2012 Irrevocable Trust, dated 10/16/2012	
0001376754-25-000004	2837487	Common Stock, $0.01 Par Value				1158.0	F2			I		By 401(K) Plan	
0001140361-25-039501	2837501	Class A Common Stock				339953.0				I		By Family Trust	
0002093300-25-000004	2837523	No securities are beneficially owned				0.0				D			
0001104659-25-102675	2837435	Common Stock, par value $0.01 per share				5030000.0				I		See footnotes	F3, F1, F4, F2
0001745916-25-000017	2837508	Common Stock				4531792.0				I		MFN Partners, LP	
0001745916-25-000014	2837511	Common Stock				165031.0				I		Mazzella Family Irrevocable Trust	
0001745916-25-000012	2837541	Common Stock				120604.0				I		ST Family Investment Company LLC	
0000904454-25-000506	2837447	Common Stock				1500000.0				I		By GRAT	F3
0000904454-25-000506	2837446	Common Stock				4416954.0				I		By Ocampo Family Trusts	F3
0001108524-25-000191	2837528	Common Stock				10000000.0				I	F7	By Marc Benioff Fund LLC	
0001108524-25-000191	2837527	Common Stock				107000.0				I		By Trust	
0001214659-25-015388	2837540	Class A Common Stock				0.0	F1			D			
0001716837-25-000010	2837514	Class A Common Stock				64976.0				I		The Anthony J. Wood 2024 Annuity Trust V-B	
0001716837-25-000010	2837515	Class A Common Stock				173129.0				I		The Anthony J. Wood 2024 Annuity Trust V	
0001716837-25-000010	2837516	Class A Common Stock				143250.0				I		The Anthony J. Wood 2025 Annuity Trust V	
0001716837-25-000010	2837517	Class A Common Stock				81445.0				I		The Anthony J. Wood 2025 Annuity Trust V-B	
0001716837-25-000010	2837512	Class A Common Stock				2754.0				I		Wood 2020 Nonexempt Irrevocable Trust	
0001716837-25-000010	2837513	Class A Common Stock				42500.0				I		Wood 2020 Irrevocable Trust	
0001809519-25-000127	2837450	Class A Common Stock				2632721.0				I		By CH 2024-2 GRAT	F2
0001809519-25-000127	2837451	Class A Common Stock				2632721.0				I		By DH 2024-2 GRAT	F3
0001214659-25-015386	2837429	Class A Common Stock				69518.0				I		By spouse as trustee.	
0001214659-25-015386	2837428	Class A Common Stock				1400000.0				I		By trust.	
0001214659-25-015386	2837430	Class A Common Stock				42073.0				I		By trust.	
0001214659-25-015385	2837431	Class A Common Stock				16820.0				I		By trust.	
0001214659-25-015385	2837432	Class A Common Stock				40500.0	F2			I		By trust.	
0001214659-25-015385	2837433	Class A Common Stock				1400000.0	F2			I		By trust.	
0001628280-25-046506	2837445	Common Stock				388.0				I		By Trust	
0001628280-25-046504	2837485	Common Stock				10000.0				I		By Trust	
0001677876-25-000011	2837505	Common Stock				5568.0				I		Spouse	
0001628280-25-046501	2837520	Common Stock				500.0				I		By Family Trust	
0001628280-25-046499	2837482	Common Stock				1525.0				I		By Family Trust	
0001628280-25-046494	2837475	Common Stock				34070.0				I		By Family Trust	
0001341985-25-000004	2837538	Common Stock				13600.0				I		by children	
0000796343-25-000129	2837525	Common Stock				324.14				D			
0000796343-25-000128	2837469	Common Stock				355.0				I		By Trust	F2
0000796343-25-000127	2837484	Common Stock				667.0				I		by trust	F2
0001437749-25-031817	2837442	Common Stock				325000.0				I		By Trust	F1
0001437749-25-031817	2837441	Common Stock				3573072.0				I		By LLC	F1
0001789970-25-000006	2837455	Voting Common Stock				182761.0	F1, F2			D			
0002021238-25-000004	2837504	Voting Common Stock				260054.0	F1, F2			D			
0002021233-25-000005	2837510	Voting Common Stock				386816.0	F1, F2			D			
0001192591-25-000008	2837530	Common Stock				7422.0				I		By Trust	F2
0001998937-25-000004	2837481	Voting Common Stock				43231.0	F1, F2			D			
0001728746-25-000005	2837526	Voting Common Stock				303648.0	F1, F2			D			
0002021256-25-000004	2837509	Voting Common Stock				377834.0	F1, F2			D			
0001709954-25-000005	2837506	Voting Common Stock				239988.0	F1, F2			D			
0001826519-25-000006	2837439	Voting Common Stock				52477.0	F1, F2			D			
0001658918-25-000006	2837465	Voting Common Stock				1601164.0	F1, F2			D			
0001658918-25-000006	2837466	Voting Common Stock				101190.0				I		See footnote	F3
0001225208-25-008745	2837502	Common Stock				17913.44				I		By PACCAR Savings Investment Plan (SIP)	
0002021198-25-000004	2837492	Voting Common Stock				27777.0				I		See footnote	F3
0002021198-25-000004	2837491	Voting Common Stock				365281.0	F1, F2			D			
0002051327-25-000003	2837489	COLONY BANKCORP, INC COMMON STOCK				7775.0	F2			I		401K	
0001841794-25-000098	2837521	Class A Common Stock				279989.0				D	F6		
0001302261-25-000004	2837534	Common Stock				302.35				I		By 401(k) Plan	
0001106578-25-000023	2837474	Common Stock				15962.0				I		by Trust	F8
0001106578-25-000023	2837470	Common Stock				166.0				I		by Spouse	
0001106578-25-000023	2837473	Common Stock				45596.0				I		by Trust	F7
0001106578-25-000023	2837471	Common Stock				324518.0				I		by Trust	F5
0001106578-25-000023	2837472	Common Stock				258117.0				I		by Trust	F6
0001193125-25-251662	2837480	Class I common shares of beneficial interest				8000.0				D			
0002093210-25-000002	2837443	Common Stock				13011.0				D			
0001280628-25-000004	2837448	Common Stock				1204863.0				I		by Trust	
0000066740-25-000092	2837532	Common Stock				200.0				I			
0000066740-25-000092	2837531	Common Stock				11412.01				D		By Spouse	
0002084654-25-000006	2837493	Common Stock				2000.0				D			
0001571123-25-000185	2837457	Common Stock				14423.0				D			
0001277620-25-000005	2837522	Common Stock				27198.0				I		by Trust	
0001741758-25-000003	2837494	Common Stock				115611.0	F6			D			
0001983412-25-000003	2837479	Common Stock				32350.0	F2			D	F3		
0000029534-25-000007	2837518	Common Stock				2951.0				D			
0001437749-25-031795	2837449	Common Stock				0.0				D			
0001104659-25-102528	2837488	Common Shares of Beneficial Interest				1002204.0				D			
0001104659-25-102518	2837456	Common Shares, no par value per share				5011017.89				D			
0000320335-25-000062	2837498	Common Stock				41133.33				I		Mitchell Family Trust	
0000320335-25-000062	2837499	Common Stock				1580.78	F4			I		Son's Trust	
0000320335-25-000062	2837500	Common Stock				12274.83				I		401(k) Plan	
0001225208-25-008738	2837533	Common Stock				22316.23	F1			D			
0001695033-25-000003	2837458	Common Stock, $0.01 par value				3897.93				I		Through 401(k) Plan	
0001767197-25-000005	2837437	Common Stock, $0.01 par value				9201.46				I		Through 401(k) Plan	
0001883925-25-000003	2837478	Common Stock, $0.01 par value				733.93				I		Through 401(k) Plan	
0002066961-25-000002	2837507	Common  Stock, $0.01 par value				3900.82				I		Through 401(k) Plan	
0001960954-25-000003	2837519	Common Stock, $0.01 par value				3562.37				I		Through 401(k) Plan	
0002050987-25-000003	2837477	Common  Stock, $0.01 par value				6305.55				I			
0002050987-25-000003	2837476	Depositary Share				5545.0	F1			D		Through 401(k) Plan	
0001128404-25-000004	2837427	Common Stock, $0.01 par value				1100.0				I		By Spouse	
0001128404-25-000004	2837426	Common Stock, $0.01 par value				38865.0				I		Trusts for children	F1
0001128404-25-000004	2837425	Common Stock, $0.01 par value				370.21				I		Through 401(k) Plan	
0002049881-25-000003	2837444	Common  Stock, $0.01 par value				7702.62				I		Through 401(k) Plan	
0001388772-25-000004	2837434	Common Stock, $0.01 par value				50916.77				I		Through 401(k) Plan	
0001388767-25-000004	2837486	Common Stock, $0.01 par value				18902.66				I		Through 401(k) Plan	
0001649840-25-000004	2837459	Common Stock, $0.01 par value				15634.16				I		Through 401(k) Plan	
0001174567-25-000009	2837464	Common Stock				831600.0				I		Voting or Investment Control	F2
0001221852-25-000004	2837539	Common Stock - Restricted Stock				6000.0	F3, F1, F2			D			
0001437749-25-031756	2837423	Farmers National Banc Corp				2900.0				I		By Spouse	
0001437749-25-031756	2837424	Farmers National Banc Corp				150180.0				D			
0001681329-25-000004	2837529	Common Stock				6781.69	F1			I		By 401(k)	
0001708055-25-000037	2837341	Common Stock				87200.0				D			
0001140361-25-039331	2837351	Common Stock				580957.0				I		See Footnote	F7
0001140361-25-039331	2837350	Common Stock				1143426.0				I		See Footnote	F6
0000923738-25-000035	2837323	Common Stock				44025.0				I		by 188 Corp	
0000923738-25-000035	2837321	Common Stock				9509797.33				I		by Spouse as Trustee	
0000923738-25-000035	2837322	Common Stock				30641981.0				I		by Limited Partnership	
0001104659-25-102234	2837342	Common Stock				620842.0				I		Family Trust	
0001579561-25-000003	2837339	Common Stock				28250.0				I		By Michael and Erin Zilis Trust	
0001562495-25-000003	2837360	Common Stock				45500.0				I		By P/R Family Trust	
0001605767-25-000004	2837409	Common Stock				1.0				I		By son	
0000909832-25-000144	2837320	Common Stock				2.18	F5			I		By 401(k)	
0001745916-25-000010	2837331	Common Stock				225250.0				I		The Perotti Family Trust	
0000950142-25-002856	2837347	Common Stock				4526000.0				I		Shares held by spouse.	
0000950142-25-002856	2837348	Common Stock				6969127.0				I		By LLC.	F2
0000909832-25-000132	2837385	Common Stock				98.5				I		By Spouse	
0001924253-25-000007	2837411	Class A Common Stock				20184.0				I		By The Slowe Family Trust dated January 26, 2012	
0001104659-25-102227	2837305	Class A Common Stock				16840.0				D	F6		
0001728451-25-000009	2837307	Class B Common Stock				107308.0				I		By Jain Foundation Inc. (Non-Profit Corporation)	
0000909832-25-000124	2837379	Common Stock				211.0				I		Stanton Family Trust	
0000909832-25-000124	2837378	Common Stock				211.0				I		By Son	
0000909832-25-000122	2837352	Common Stock				9752.0	F3			I		By GRAT-1	
0000909832-25-000116	2837335	Common Stock				230.0				I		By Family Trust I	
0000909832-25-000116	2837338	Common Stock				461.0				I		By Family Trust IV	
0000909832-25-000116	2837337	Common Stock				230.0				I		By Family Trust III	
0000909832-25-000116	2837336	Common Stock				230.0				I		By Family Trust II	
0000909832-25-000114	2837343	Common Stock				32.0				I		Indirect by Spouse	
0000909832-25-000114	2837344	Common Stock				7.0				I		Indirect by Trust	
0001022079-25-000229	2837356	Common Stock				358.0				I		By Trust	
0001022079-25-000229	2837357	Common Stock				1635.0	F3			I		401(k)	
0001895086-25-000007	2837400	Class A Common Stock				82618.0	F1			D			
0001022408-25-000094	2837340	Common Stock				6520.0				D			
0000950142-25-002855	2837316	Class L-1 common stock				498416138.0				D		See footnote	F5
0000950142-25-002855	2837317	Class L-2 common stock				498416138.0				D		See footnote	F5
0000950142-25-002855	2837318	Class L-1 common stock				70107640.0				I			
0000950142-25-002855	2837319	Class L-2 common stock				70107640.0				I			
0001061630-25-000118	2837349	Class A Common Stock				0.0				D			
0001249970-25-000005	2837419	Common Stock				8200.0				I			
0001249970-25-000005	2837418	Common Stock				26000.0				I			
0001249970-25-000005	2837417	Common Stock				500.0				D	F5		
0001249970-25-000005	2837415	Common Stock				10328.0				D	F3		
0001249970-25-000005	2837414	Common Stock				10000.0				D	F2	Held in family sub-S corporation	
0001249970-25-000005	2837413	Common Stock				1672.0				D		Held in family limited liability company	
0001249970-25-000005	2837416	Common Stock				500.0				D	F4		
0001213900-25-102263	2837310	Class A Ordinary Shares				321017.0	F2, F1			I		See footnote	F1
0001213900-25-102263	2837311	Class B Ordinary Shares				1283740.0	F3			I		See footnote	F1
0001193125-25-250172	2837420	Common Stock				27144639.0				I		See footnotes.	F2, F1
0001945691-25-000004	2837381	Common Stock				7000.0				I		By Gilead Capital, LP	F1
0000040417-25-000047	2837370	5.95% Preferred Stock				5000.0				I	F2		
0000040417-25-000047	2837369	5.95% Preferred Stock				1000.0				D	F3		
0000040417-25-000047	2837368	Common Stock				4548.0				D	F3		
0000040417-25-000047	2837367	Common Stock				11487.0				I	F2	By Trusts	
0000040417-25-000047	2837366	Common Stock				1422966.0				D	F1	By Trusts	
0001193125-25-250128	2837306	Common Stock				41277.0				I		Cynthia A. Golisano Irrevocable Trust U/A dtd 6/13/2005	
0001343352-25-000006	2837405	Common Stock				68145.0				I		By SLAT	
0001343352-25-000006	2837406	Common Stock				122740.0				I		By Spouse	
0001343352-25-000006	2837404	Common Stock				1256.0				I		By Family Trust	
0001730096-25-000003	2837380	Common Stock				17174.0				I		By 401(k) Plan	
0001108524-25-000189	2837422	Common Stock				10000000.0				I	F6	By Marc Benioff Fund LLC	
0001108524-25-000189	2837421	Common Stock				107000.0				I		By Trust	
0001628280-25-046288	2837332	Ordinary Shares				125000.0				I		By EZ Trust	F19
0001628280-25-046288	2837333	Ordinary Shares				2622055.0				D			
0001616707-25-000121	2837371	Class A Common Stock				22857.0				I		See Footnote	F6
0001540021-25-000005	2837374	Common Stock				114400.0				I		By 2020 Family Trust (Robert Vitale)	
0001540021-25-000005	2837375	Common Stock				104850.0				I		By 2020 Family Trust (Spouse)	
0001540021-25-000005	2837373	Common Stock				6870.0				I		By 1994 Trust	
0001616707-25-000119	2837372	Class A Common Stock				22857.0				I		See Footnote	F6
0001557413-25-000006	2837377	Common Stock				45839.0				I		By Spouse's Trust	
0001557413-25-000006	2837376	Common Stock				123929.0				I		By Trust	
0001213900-25-102221	2837362	Class B Ordinary Shares				3329593.0	F3			I		See footnote	F1
0001213900-25-102221	2837361	Class A Ordinary Shares				1038839.0	F2, F1			I		See footnote	F1
0001213900-25-102218	2837401	Class B Ordinary Shares				20000.0	F1			D			
0001213900-25-102217	2837363	Class B Ordinary Shares				20000.0	F1			D			
0001213900-25-102216	2837330	Class B Ordinary Shares				60000.0	F1			D			
0001193125-25-250045	2837395	Common Stock				1740.0				I		CSX Corporation 401(k) Plan	F3
0001193125-25-250045	2837396	Common Stock				1500.0				I		Spouse's IRA	
0001213900-25-102215	2837358	Class B Ordinary Shares				100000.0	F1			D			
0001493152-25-019316	2837309	Common Shares				6058738.0				I		See Footnote	F1
0001335782-25-000012	2837388	Common				57270.0				I		By Wife's Trust for Children	
0001335782-25-000012	2837387	Common				415203.0				I		By Trust for Children	
0001335782-25-000012	2837389	Common				173466.0				I		By Marital Trust	
0001335782-25-000012	2837391	Common				6777.0				I		By Son	
0001335782-25-000012	2837392	Common				395970.0				I		By Wife's Trust for Children and Reporting Person	
0001335782-25-000012	2837390	Common				5233.0				I		By Trust for Wife	
0001335782-25-000012	2837386	Common				5773.87				I		By 401(k)	
0001049521-25-000048	2837397	Common Stock				3500.0				I		By Spouse	
0001049521-25-000047	2837334	Common Stock				9250.0				I		By The Howard L. Lance Revocable Living Trust Dated 9/1/2006	
0000019617-25-001028	2837308	Common Stock, par value $0.0001				2249882.0				D			
0001855767-25-000028	2837408	Class A Common Stock				240000.0				I		by Spouse	
0001932320-25-000008	2837355	Common Stock				45167.0				D			
0001104659-25-102140	2837403	Class B Common Stock				92654.0				I		By 401(K) Plan	
0001104659-25-102140	2837402	Class B Common Stock				29155.0				I		By spouse	
0000076334-25-000055	2837359	Common Stock				10.0				I		Jean Savage Trust	
0000900440-25-000302	2837315	Common Stock				95.0				I		By 401K	
0000004962-25-000233	2837346	Common Stock				103.15				I		401(k) Trust	F1
0001574629-25-000007	2837345	Common Stock				44422.0				I		See Footnotes	F2, F1, F3
0000004962-25-000232	2837412	Common Stock				1797.0				I		By ESOP	F2
0001715621-25-000003	2837398	Common Stock				0.0				D			
0000946673-25-000082	2837407	Common Stock,  $0.01 par value per share				4470.0				D			
0001713683-25-000189	2837410	Commom Stock				66.0				I		See Footnote	F2
0001213900-25-102160	2837399	Common Stock, par value $0.0001 per share				490751.0				D			
0002064835-25-000020	2837353	Common Shares				15234794.0				D	F2		
0002064835-25-000020	2837354	Common Shares				43477269.0				D	F3		
0001193125-25-249871	2837393	Common Stock				4234.0				I		By the Linda P. Connor Declaration of Trust, dated 6/30/05	
0001096906-25-001711	2837329	Preferred Stock Series D				1000.0				I		These shares are owned by Mammoth Crest Capital LLC. Mr. Evans is a managing member.	F1
0001096906-25-001711	2837328	Preferred Stock Series D				4498.0				I		These shares are owned by EMC2 Capital LLC. Mr. Evans is a managing member.	F1
0001096906-25-001711	2837326	Preferred Stock Series C-1				131034.0				I		These shares are owned by EMC2 Capital LLC. Mr. Evans is a managing member.	F1
0001096906-25-001711	2837325	Preferred Stock Series C				787.0				I		These shares are owned by EMC2 Capital LLC. Mr. Evans is a managing member.	F1
0001096906-25-001711	2837324	Common Stock				16233.0				I		These shares are owned by EMC2 Capital LLC. Mr. Evans is a managing member.	F1
0001096906-25-001711	2837327	Preferred Stock Series D				1000.0				D	F1		
0001493152-25-019226	2837365	Class B Common Stock				1526.0				D			
0001493152-25-019226	2837364	Class A Common Stock				5000000.0				D			
0001096906-25-001710	2837384	Common Stock				500000000.0				I		These shares are owned by Mammoth Crest Capital LLC. Mr. Hill is a managing member.	F1
0001096906-25-001710	2837382	Common Stock				20000000.0				I		These shares are owned by SportsAlert Media LLC. Mr. Hill is a managing member.	F1
0001096906-25-001710	2837383	Preferred Stock Series C				1250.0				I		These shares are owned by Mammoth Crest Capital LLC. Mr. Hill is a managing member.	F1
0001096906-25-001709	2837313	Common Stock				500000000.0				I		These shares are owned by Mammoth Crest Capital LLC. Mr. Evans is a managing member.	F1
0001096906-25-001709	2837314	Preferred Stock Series C				1250.0				I		These shares are owned by Mammoth Crest Capital LLC. Mr. Evans is a managing member.	F1
0001096906-25-001709	2837312	Common Stock				50000000.0				I		These shares are owned by EMC2 Capital LLC. Mr. Evans is a managing member.	F1
0002084654-25-000003	2837394	Common Stock				2000.0				D			
0001628280-25-046170	2837289	Common Stock				1945.0	F2			I		By 401k Plan	
0001855767-25-000027	2837277	Class A Common Stock				240000.0				I		by Spouse	
0001190258-25-000003	2837236	Common Stock 401(k)				0.9	F1			D			
0001184178-25-000003	2837212	Common Stock				20795.0				I		See Footnote	F2
0001140361-25-039131	2837276	Common Stock				28999.0				I		By Family Trust 1	
0001140361-25-039131	2837274	Common Stock				1000000.0				I		By EMJ Remer Family Trust	
0001140361-25-039131	2837273	Common Stock				5148663.0				I		By Buckrail Partners, LLC	
0001140361-25-039131	2837275	Common Stock				35000.0				I		By Remer Family Trust	
0001999254-25-000006	2837281	Common Stock				9795.52	F2			I		By 401(k) Plan	
0001213900-25-101834	2837225	Ordinary Shares				2561666.0	F1, F2			D			
0001213900-25-101831	2837230	Ordinary Shares				30000.0				D			
0001213900-25-101830	2837304	Ordinary Shares				2561666.0	F1, F2			I		See Footnotes	F1, F2
0000902664-25-004535	2837224	Common stock, $0.00001 par value per share				236218.0				I		See footnote	F1
0000732717-25-000165	2837257	Common Stock				239857.0				D		By Trust	
0000732717-25-000165	2837256	Common Stock				9724.91	F3			I		By 401(k)	
0000732717-25-000165	2837258	Common Stock				123775.0				I			
0001588670-25-000011	2837217	Common				4000.0				I		By immediate family member 2	
