ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0002040268-25-000005	2831479	Common Stock				1010.0				I		401(k) Plan	
0001778031-25-000004	2831809	Common Stock				2776.0				I		401(k) Plan	
0001193125-25-206510	2831845	Class C Capital Stock				17387.0				D			
0001773751-25-000301	2831474	Class A Common Stock				2214769.0				I		Held by Trustee of Dudum Family Heritage Trust UAD 8-10-2021	
0001773751-25-000301	2831473	Class A Common Stock				829185.0				I		Held by Trustee of AD 2022 GRAT 2 dated 9/7/2022	
0001773751-25-000301	2831472	Class A Common Stock				1584506.0				I		Held by Trustee of AD 2023 GRAT dated 9-5-2023	
0001773751-25-000301	2831471	Class A Common Stock				321657.0				I		Held by Trustee of AD 2021 GRAT 2 dated 11-1-2021	
0001773751-25-000301	2831470	Class A Common Stock				186723.0				I		Held by Trustee of AD 2025 GRAT dated 5-27-2025	
0001773751-25-000301	2831469	Class A Common Stock				508030.0				I		Held by Trustee of AD 2022 GRAT	
0001773751-25-000301	2831468	Class A Common Stock				1016871.0				I		Held by Trustee of Andrew Dudum 2015 Trust Dated July 2, 2015	
0001773751-25-000301	2831467	Class A Common Stock				1286627.0				I		Held by Trustee of AD 2021 GRAT dated 11-1-2021	
0001773751-25-000301	2831466	Class A Common Stock				1194545.0				I		Held by Trustee of AD 2022 GRAT 3 dated 11-28-2022	
0001773751-25-000300	2831608	Class A Common Stock				7853.0				I		Held by Oluyemi Okupe Separate Property Trust dtd 9-1-2021	
0001777939-25-000004	2831810	Common Stock				3232.0				I		401(k) Plan	
0001747974-25-000003	2831627	Common Stock				1119.0				I		By SK Trail LLC	
0001299647-25-000003	2831630	Common Stock				400.0				I		By Custodian for Child 3	
0001299647-25-000003	2831631	Common Stock				885.0				I		By spouse	
0001299647-25-000003	2831629	Common Stock				400.0				I		By Custodian for Child 2	
0001299647-25-000003	2831628	Common Stock				400.0				I		By Custodian for Child 1	
0002086546-25-000003	2832052	Common Stock				90447.0	F1			D			
0001402349-25-000002	2831591	Common Stock				17617.0				I		Trust	F4
0001402349-25-000002	2831590	Common Stock				17617.0				I		Trust	F3
0001402349-25-000002	2831596	Common Stock				176829.0				I		Trust	F9
0001402349-25-000002	2831597	Common Stock				176829.0				I		Trust	F10
0001402349-25-000002	2831595	Common Stock				2755.0				I		Trust	F8
0001402349-25-000002	2831594	Common Stock				2755.0				I		Trust	F7
0001402349-25-000002	2831593	Common Stock				2755.0				I		Trust	F6
0001402349-25-000002	2831592	Common Stock				17617.0				I		Trust	F5
0001402349-25-000002	2831599	Common Stock				34364.0				I		Spouse	
0001402349-25-000002	2831598	Common Stock				176829.0				I		Trust	F11
0001402349-25-000002	2831600	Common Stock				167521.0				I		Trust	F12
0001715472-25-000003	2831488	Common Stock				1923.0				I		Trust	F3
0001402348-25-000004	2831934	Common Stock				250030.0				I		Trust	F10
0001402348-25-000004	2831933	Common Stock				83014.0				I		Foundation	F9
0001402348-25-000004	2831932	Common Stock				335146.0				I		Trust	F8
0001402348-25-000004	2831931	Common Stock				91058.0				I		Trust	F7
0001402348-25-000004	2831929	Common Stock				6384.0				I		LLC	F5
0001402348-25-000004	2831928	Common Stock				91058.0				I		Trust	F4
0001402348-25-000004	2831930	Common Stock				16300.0				I		Trust	F6
0001979088-25-000003	2831972	Common Stock				100000.0				I		2024 GRAT	F7
0001979088-25-000003	2831969	Common Stock				48568.0				I		LLC	F4
0001979088-25-000003	2831970	Common Stock				5086.0				I		2022 GRAT	F5
0001979088-25-000003	2831971	Common Stock				100000.0				I		2023 GRAT	F6
0001821737-25-000006	2832055	Common Stock				3146555.0				I		Trust	F6
0001821737-25-000006	2832053	Common Stock				750000.0				I		Trust	F4
0001821737-25-000006	2832054	Common Stock				750000.0				I		Trust	F5
0001104659-25-090928	2831984	Common Stock	F1			500.0				I		See footnote	F4
0001104659-25-090928	2831982	Common Stock	F1			300000.0				I		See footnote	F2
0001104659-25-090928	2831983	Common Stock	F1			219075.0				I		See footnote	F3
0001104659-25-090926	2831604	Common Stock	F1			300000.0				I		See footnote	F2
0001104659-25-090926	2831605	Common Stock	F1			219075.0				I		See footnote	F3
0001104659-25-090926	2831606	Common Stock	F1			500.0				I		See footnote	F4
0001104659-25-090925	2832060	Common Stock	F1			500.0				I		See footnote	F4
0001104659-25-090925	2832059	Common Stock	F1			219075.0				I		See footnote	F3
0001104659-25-090925	2832058	Common Stock	F1			300000.0				I		See footnote	F2
0001104659-25-090923	2831883	Common Stock				157275.0				I		By Seven Hills Trust	
0001493152-25-013932	2832003	Common Stock				1368613.0				D			
0001104659-25-090922	2831580	Common Stock	F1			200000.0				I			
0001104659-25-090922	2831579	Common Stock	F1			1220562.0				D		See footnote	F2
0001104659-25-090921	2831720	Common Stock	F1			300000.0				I		See footnote	F2
0001859448-25-000002	2831445	Class A Common Stock				353514.0				I		See footnote	F2
0001859451-25-000004	2831440	Class A Common Stock				87562.0				I		See footnote	F2
0001859442-25-000002	2831432	Class A Common Stock				77700.0				I		See footnote	F4
0001104659-25-090918	2831656	Common Stock	F1			421600.0				I		See footnote	F2
0000950103-25-011787	2831826	Class A Common Stock				2999.0				I		By Olivan Reinhold D LLC	F3
0000950103-25-011787	2831825	Class A Common Stock				8622.0				I		By Olivan D LLC	F2
0000950103-25-011787	2831827	Class A Common Stock				8622.0				I		By Reinhold D LLC	F4
0000950103-25-011787	2831828	Class A Common Stock				90493.0				I		By Olivan Reinhold Family Revocable Trust u/a/d 10/16/12	F5
0001104659-25-090915	2832012	Common Stock	F1			22288889.0				I		See footnote	F2
0000904454-25-000446	2831443	Common Stock				1623.0				D			
0000904454-25-000446	2831442	Common Stock				1500000.0				I		By GRAT	F3
0000904454-25-000446	2831441	Common Stock				4415331.0				I		By Ocampo Family Trusts	F3
0001072613-25-000711	2831492	Common Stock				42833.0				I		By spouse	
0001072613-25-000711	2831491	Common Stock				485202.0				I		By Five Sterling LP	
0001072613-25-000711	2831490	Common Stock				526300.0				I		By Big Red Revocable Trust	
0001072613-25-000711	2831489	Common Stock				817262.0				I		By Petroleum Independent & Exploration LLC	
0001843104-25-000007	2831888	Class B Common Stock				301890.0	F7			I		By GRAT	F10
0001843104-25-000007	2831886	Class B Common Stock				6626214.0				D		By GRAT	F8
0001843104-25-000007	2831890	Class B Common Stock				301890.0	F7			I			
0001843104-25-000007	2831889	Class B Common Stock				301890.0	F7			I		By GRAT	F11
0001843104-25-000007	2831887	Class B Common Stock				301890.0	F7			I		By GRAT	F9
0001843103-25-000007	2831431	Class B Common Stock				301890.0	F7			I			
0001843103-25-000007	2831430	Class B Common Stock				301890.0	F7			I		By GRAT	F11
0001843103-25-000007	2831429	Class B Common Stock				301890.0	F7			I		By GRAT	F10
0001843103-25-000007	2831427	Class B Common Stock				6626214.0				D		By GRAT	F8
0001843103-25-000007	2831428	Class B Common Stock				301890.0	F7			I		By GRAT	F9
0000895345-25-000311	2831786	Common Stock				56548.0				D			
0001193125-25-206476	2832044	Class B Shares				17757225.0	F1			I		See Footnote	F2
0001225208-25-008035	2832021	Series C GCI Group Common Stock				42666.0				I		Malone LG 2013 Charitable Remainder Unitrust	
0001225208-25-008035	2832020	Series C GCI Group Common Stock				71421.0				I		Leslie A. Malone 1995 Revocable Trust	F4
0001509409-25-000010	2831790	Common Stock				46644.0				I		by trust	
0000719955-25-000017	2831562	Common Stock				33495.0				I		By Managed Account	F7
0001409970-25-000062	2831808	Common Stock				10000.0	F3			I		UTMAs for Children	
0001188413-25-000003	2831869	Restricted Stock Unit (right to receive)				4439.0	F2			D			
0001272505-25-000005	2831741	Common Stock				5543.0				I		By Trust	
0001855767-25-000002	2831661	Class A Common Stock				29918585.0				D		by Spouse	
0001855767-25-000002	2831662	Class A Common Stock				240000.0				I			
0001031530-25-000006	2831802	Class A Common Stock				9216.0				I		See Footnote	F4
0001031530-25-000006	2831803	Class A Common Stock				170294.0				I		See Footnote	F5
0001031530-25-000006	2831805	Class A Common Stock				1237115.0				I		See Footnote	F7
0001031530-25-000006	2831804	Class A Common Stock				72695.0				I		See Footnote	F6
0001193125-25-206444	2831968	Class B Shares				58682925.0				I		See Footnotes	F4, F3, F1, F2
0001193125-25-206444	2831967	Class A Shares				3411735.0				I		See Footnotes	F4, F3, F1, F2
0001686308-25-000012	2831510	Common Stock				6458.0				I		By Family Partnership	
0001686308-25-000012	2831509	Common Stock				65558.0				I		By Spouse	
0001686308-25-000012	2831508	Common Stock				6783.0				D		By Children's Trusts	
0001686308-25-000012	2831511	Common Stock				3.0				I			
0001193125-25-206410	2831868	Class A Common Stock				68115.0				I		by spouse	
0001193125-25-206409	2832098	Class A Shares				3411735.0				I		See Footnotes	F4, F3, F1, F2
0001193125-25-206409	2832099	Class B Shares				58682925.0				I		See Footnotes	F4, F3, F1, F2
0001104659-25-090902	2831964	Common Stock				2917169.0	F1			I		See footnote	F2
0001049521-25-000038	2831840	Common Stock				222.0				I		401K Plan	
0001832805-25-000003	2831516	Common Stock				126057.0				I		See Footnote	F8
0001832805-25-000003	2831515	Common Stock				546501.0				I		See Footnote	F7
0001832805-25-000003	2831514	Common Stock				546501.0				I		See Footnote	F6
0001832805-25-000003	2831513	Common Stock				1000000.0				I		See Footnote	F5
0001832805-25-000003	2831512	Common Stock				8342701.0				I		See Footnote	F4
0001832805-25-000003	2831517	Common Stock				126057.0				I		See Footnote	F9
0001739940-25-000030	2831792	Common Stock, $.01 Par Value				4324.0				D			
0001364140-25-000004	2831988	Common Stock				325.0				I		Alvina Boothe (spouse)	
0001193125-25-206382	2831675	Class A Common				612.0				I		By Spouse	
0001331626-25-000004	2831692	Common Stock				612.0	F4			I		401K Plan	
0001094792-25-000004	2831814	Common Stock				363738.0				I		By National Financial Services as Cust FBO J. McDonald RRA	
0001981756-25-000004	2831644	Common Stock				2074.0	F4			I		WAL 401(k)	
0001895148-25-000004	2831697	Class A Common Stock				1117416.0	F4			I		See footnote	F6
0001289889-25-000003	2831493	Common Stock				160042.0				I		Held by MDH Trust	F2
0001379831-25-000004	2832041	Common Stock				22797.0				I		Barbara and Ted Kennedy TTEE Kennedy Family Trust	
0001895101-25-000004	2831531	Class A Common Stock				117963.0	F4			I		See footnote	F6
0001398948-25-000004	2831858	Common Stock				1950.0	F4			I		401K Plan	
0001398948-25-000004	2831859	Common Stock				750.0				I		Darcy Vecchione UTMA (daughter)	
0001341382-25-000007	2831571	Ordinary Shares				3801000.0				I		By Frazier Lifesciences Sponsor LLC	F3
0001375800-25-000004	2831706	Class A Common Stock				291085.0	F4			I		See footnote	F6
0001493152-25-013918	2831729	Common Stock				270844.0				I		See footnote	F1
0001493152-25-013918	2831730	Common Stock				24141.0				I		See footnote	F2
0001193125-25-206354	2831521	Common Stock				95369.0				I		By Trust	F2
0001865084-25-000003	2831779	Class A Common Stock				1250.0				I		By Trust	
0002086478-25-000001	2831715	Common Stock				2.0				D			
0001242654-25-000008	2831944	Common Stock				675000.0				I		GRAT	F4
0001104659-25-090882	2831791	Class A Common Stock				3295000.0	F6			I		See footnotes	F8, F4, F3, F7
0001437749-25-029315	2831891	Common Stock				102639.0	F1, F2			D		By IRA	
0001437749-25-029315	2831892	Common Stock				10932.0				I		By Roth IRA	
0001437749-25-029315	2831893	Common Stock				324.0				I			
0002074161-25-000003	2831917	Common Stock	F1			56156.0				D			
0001907701-25-000006	2831619	Common Stock				759861.0	F5			D			
0001225208-25-008029	2831433	Common Stock, without par value				1100.0				I		Spouse IRA	
0002060030-25-000005	2831861	Common Stock				323106.0				I		By JS DM Uczekaj Family Trust	F2
0002060030-25-000005	2831862	Common STock				1769.0				I		By John Uczekaj and Diane M. Uczekaj, as Community Property with ROS	
0000897069-25-001477	2832035	Class B common stock, par value $0.01 per share	F4			596158.0				I			
0000897069-25-001477	2832034	Class B common stock, par value $0.01 per share	F4			809409.0				I		See Footnote	F6
0000897069-25-001477	2832033	Class B common stock, par value $0.01 per share	F4			56320586.0				D		By Trust	F5
0000031107-25-000011	2831860	Common Shares				630100.0				I		By Barington Companies Equity Partners L.P.	F3, F2
0001340823-25-000006	2831663	Common Stock				98.0				I		By Trust	F2
0001143335-25-000004	2832069	Common Stock				30667.0				I		By Spouse	
0001143335-25-000004	2832071	Series B Preferred Stock				531432.0				I		By Riverview Financial Corp	
0001143335-25-000004	2832070	Common Stock				333643.0				I		By Fields Management, Inc.	
0001143335-25-000004	2832068	Common Stock				615260.0				I		By Riverview Financial Corp.	
0001143335-25-000004	2832067	Common Stock				3683955.0				D			
0001143335-25-000004	2832072	Series B Preferred Stock				12322.0				I		By Spouse	
0001517413-25-000266	2832017	Class A Common Stock				50481.0				I		See Footnote	F9
0001517413-25-000266	2832019	Class A Common Stock				156521.0				I		See Footnote	F11
0001517413-25-000266	2832014	Class A Common Stock				2500558.0				I		See Foonote	F6
0001517413-25-000266	2832015	Class A Common Stock				840005.0				I		See Footnote	F7
0001517413-25-000266	2832016	Class A Common Stock				109686.0				I		See Footnote	F8
0001517413-25-000266	2832018	Class A Common Stock				792998.0				I		See Footnote	F10
0002086020-25-000001	2831993	Common Stock				34337.0				D			
0001310215-25-000005	2831733	Common Stock				758.0				I		By Trust	F2
0001309402-25-000144	2832022	Common Stock				27678.0	F1			D			
0000031107-25-000009	2831997	Common Shares				1000.0				I		Jean V.S. Henry Trust	F3
0000031107-25-000009	2831996	Common Shares				1000.0				I		Donald W. Henry Trust	F2
0001084991-25-000127	2831874	Common Stock				114213.0				I		Rabbi Trust	
0001778060-25-000005	2831994	Common Stock				147.21				I		Retirement Savings Plan	
0001694672-25-000006	2831572	Ordinary Shares				568460.0				D			
0001108524-25-000113	2831743	Common Stock				10000000.0				I	F8	By Marc Benioff Fund LLC	
0001108524-25-000113	2831742	Common Stock				107000.0				I		By Trust	
0001447669-25-000127	2831553	Class A Common Stock				26484.0				I		See Footnote	F3
0001776077-25-000004	2832064	Ordinary Shares				629748.0	F1			D			
0001413007-25-000004	2831871	Ordinary Shares				476643.0				D			
0001106578-25-000008	2832004	Common Stock				166.0				I		by Spouse	
0001106578-25-000008	2832005	Common Stock				324518.0				I		by Trust	F4
0001106578-25-000008	2832006	Common Stock				258117.0				I		by Trust	F5
0001106578-25-000008	2832007	Common Stock				45596.0				I		by Trust	F6
0001106578-25-000008	2832008	Common Stock				15962.0				I		by Trust	F7
0001775837-25-000004	2831540	Ordinary Shares				337384.0				D			
0001775837-25-000004	2831541	Ordinary Shares				168592.0				I		By Wilson Global Strategy Consultants	
0001775837-25-000004	2831542	Ordinary Shares				114286.0				I		By Oscar Wilson Trust by Zedra Trustees	
0001691234-25-000004	2831966	Ordinary Shares				74174.0				D			
0001218581-25-000007	2831783	Common Stock				1987084.0				I		North Bridge VenturePartners VI, L.P.	
0001218581-25-000007	2831782	Common Stock				2689172.0				I		North Bridge VenturePartners 7, L.P.	
0001353649-25-000004	2831780	Ordinary Shares				8628.0				D			
0001224922-25-000009	2831564	Common Stock				146484.0				I		Accel Growth Fund II Strategic Partners L.P.	F3
0001224922-25-000009	2831565	Common Stock				217110.0				I		Accel Growth Fund Investors 2013 L.L.C.	F3
0001224922-25-000009	2831570	Common Stock				35592.0	F7			I		The Efrusy Family Trust u/a/d 10/21/2005	F8
